File,Class,Function
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-Fig1/AliasDarteFeautrierGonnordSAS2010Fig1.jar,AliasDarteFeautrierGonnordSAS2010Fig1,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-cousot9/AliasDarteFeautrierGonnordSAS2010cousot9.jar,AliasDarteFeautrierGonnordSAS2010cousot9,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-easy1/AliasDarteFeautrierGonnordSAS2010easy1.jar,AliasDarteFeautrierGonnordSAS2010easy1,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-easy2-2/AliasDarteFeautrierGonnordSAS2010easy22.jar,AliasDarteFeautrierGonnordSAS2010easy22,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-loops/AliasDarteFeautrierGonnordSAS2010loops.jar,AliasDarteFeautrierGonnordSAS2010loops,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-nestedLoop-1/AliasDarteFeautrierGonnordSAS2010nestedLoop1.jar,AliasDarteFeautrierGonnordSAS2010nestedLoop1,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-random1d-2/AliasDarteFeautrierGonnordSAS2010random1d2.jar,AliasDarteFeautrierGonnordSAS2010random1d2,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-random2d/AliasDarteFeautrierGonnordSAS2010random2d.jar,AliasDarteFeautrierGonnordSAS2010random2d,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-speedpldi2/AliasDarteFeautrierGonnordSAS2010speedpldi2.jar,AliasDarteFeautrierGonnordSAS2010speedpldi2,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-speedpldi3/AliasDarteFeautrierGonnordSAS2010speedpldi3.jar,AliasDarteFeautrierGonnordSAS2010speedpldi3,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-speedpldi4/AliasDarteFeautrierGonnordSAS2010speedpldi4.jar,AliasDarteFeautrierGonnordSAS2010speedpldi4,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-wcet2/AliasDarteFeautrierGonnordSAS2010wcet2.jar,AliasDarteFeautrierGonnordSAS2010wcet2,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-while2/AliasDarteFeautrierGonnordSAS2010while2.jar,AliasDarteFeautrierGonnordSAS2010while2,loop
../termination-crafted-lit/AliasDarteFeautrierGonnord-SAS2010-wise/AliasDarteFeautrierGonnordSAS2010wise.jar,AliasDarteFeautrierGonnordSAS2010wise,loop
../termination-crafted-lit/Avery-FLOPS2006-Table1/AveryFLOPS2006Table1.jar,AveryFLOPS2006Table1,loop
../termination-crafted-lit/BradleyMannaSipma-CAV2005-Fig1/BradleyMannaSipmaCAV2005Fig1.jar,BradleyMannaSipmaCAV2005Fig1,loop
../termination-crafted-lit/BrockschmidtCookFuhs-CAV2013-Fig1/BrockschmidtCookFuhsCAV2013Fig1.jar,BrockschmidtCookFuhsCAV2013Fig1,loop
../termination-crafted-lit/BrockschmidtCookFuhs-CAV2013-Fig9a/BrockschmidtCookFuhsCAV2013Fig9a.jar,BrockschmidtCookFuhsCAV2013Fig9a,loop
../termination-crafted-lit/BrockschmidtCookFuhs-CAV2013-Introduction/BrockschmidtCookFuhsCAV2013Introduction.jar,BrockschmidtCookFuhsCAV2013Introduction,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-easy1/ChawdharyCookGulwaniSagivYangESOP2008easy1.jar,ChawdharyCookGulwaniSagivYangESOP2008easy1,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-easy2/ChawdharyCookGulwaniSagivYangESOP2008easy2.jar,ChawdharyCookGulwaniSagivYangESOP2008easy2,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-random1d/ChawdharyCookGulwaniSagivYangESOP2008random1d.jar,ChawdharyCookGulwaniSagivYangESOP2008random1d,loop
../termination-crafted-lit/ChawdharyCookGulwaniSagivYang-ESOP2008-random2d/ChawdharyCookGulwaniSagivYangESOP2008random2d.jar,ChawdharyCookGulwaniSagivYangESOP2008random2d,loop
../termination-crafted-lit/ChenFlurMukhopadhyay-SAS2012-Ex2.20/ChenFlurMukhopadhyaySAS2012Ex220.jar,ChenFlurMukhopadhyaySAS2012Ex220,loop
../termination-crafted-lit/ChenFlurMukhopadhyay-SAS2012-Ex3.01/ChenFlurMukhopadhyaySAS2012Ex301.jar,ChenFlurMukhopadhyaySAS2012Ex301,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig1/CookSeeZulegerTACAS2013Fig1.jar,CookSeeZulegerTACAS2013Fig1,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig7a/CookSeeZulegerTACAS2013Fig7a.jar,CookSeeZulegerTACAS2013Fig7a,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig7b/CookSeeZulegerTACAS2013Fig7b.jar,CookSeeZulegerTACAS2013Fig7b,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig8a-modified/CookSeeZulegerTACAS2013Fig8amodified.jar,CookSeeZulegerTACAS2013Fig8amodified,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig8a/CookSeeZulegerTACAS2013Fig8a.jar,CookSeeZulegerTACAS2013Fig8a,loop
../termination-crafted-lit/CookSeeZuleger-TACAS2013-Fig8b/CookSeeZulegerTACAS2013Fig8b.jar,CookSeeZulegerTACAS2013Fig8b,loop
../termination-crafted-lit/GopanReps-CAV2006-Fig1a/GopanRepsCAV2006Fig1a.jar,GopanRepsCAV2006Fig1a,loop
../termination-crafted-lit/HarrisLalNoriRajamani-SAS2010-Fig1/HarrisLalNoriRajamaniSAS2010Fig1.jar,HarrisLalNoriRajamaniSAS2010Fig1,loop
../termination-crafted-lit/HarrisLalNoriRajamani-SAS2010-Fig3/HarrisLalNoriRajamaniSAS2010Fig3.jar,HarrisLalNoriRajamaniSAS2010Fig3,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig1/HeizmannHoenickeLeikePodelskiATVA2013Fig1.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig1,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig4/HeizmannHoenickeLeikePodelskiATVA2013Fig4.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig4,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig5/HeizmannHoenickeLeikePodelskiATVA2013Fig5.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig5,loop
../termination-crafted-lit/HeizmannHoenickeLeikePodelski-ATVA2013-Fig6/HeizmannHoenickeLeikePodelskiATVA2013Fig6.jar,HeizmannHoenickeLeikePodelskiATVA2013Fig6,loop
../termination-crafted-lit/KroeningSharyginaTsitovichWintersteiger-CAV2010-Ex/KroeningSharyginaTsitovichWintersteigerCAV2010Ex.jar,KroeningSharyginaTsitovichWintersteigerCAV2010Ex,loop
../termination-crafted-lit/KroeningSharyginaTsitovichWintersteiger-CAV2010-Fig1/KroeningSharyginaTsitovichWintersteigerCAV2010Fig1.jar,KroeningSharyginaTsitovichWintersteigerCAV2010Fig1,loop
../termination-crafted-lit/LarrazOliverasRodriguez-CarbonellRubio-FMCAD2013-Fig1/LarrazOliverasRodriguezCarbonellRubioFMCAD2013Fig1.jar,LarrazOliverasRodriguezCarbonellRubioFMCAD2013Fig1,loop
../termination-crafted-lit/LeikeHeizmann-TACAS2014-Ex1/LeikeHeizmannTACAS2014Ex1.jar,LeikeHeizmannTACAS2014Ex1,loop
../termination-crafted-lit/LeikeHeizmann-TACAS2014-Ex9/LeikeHeizmannTACAS2014Ex9.jar,LeikeHeizmannTACAS2014Ex9,loop
../termination-crafted-lit/LeikeHeizmann-WST2014-Ex9/LeikeHeizmannWST2014Ex9.jar,LeikeHeizmannWST2014Ex9,loop
../termination-crafted-lit/PodelskiRybalchenko-LICS2004-Fig1/PodelskiRybalchenkoLICS2004Fig1.jar,PodelskiRybalchenkoLICS2004Fig1,loop
../termination-crafted-lit/PodelskiRybalchenko-TACAS2011-Fig1/PodelskiRybalchenkoTACAS2011Fig1.jar,PodelskiRybalchenkoTACAS2011Fig1,loop
../termination-crafted-lit/PodelskiRybalchenko-TACAS2011-Fig2/PodelskiRybalchenkoTACAS2011Fig2.jar,PodelskiRybalchenkoTACAS2011Fig2,loop
../termination-crafted-lit/PodelskiRybalchenko-TACAS2011-Fig4/PodelskiRybalchenkoTACAS2011Fig4.jar,PodelskiRybalchenkoTACAS2011Fig4,loop
../termination-crafted-lit/Urban-WST2013-Fig2-modified1000/UrbanWST2013Fig2modified1000.jar,UrbanWST2013Fig2modified1000,loop
../termination-crafted-lit/Urban-WST2013-Fig2/UrbanWST2013Fig2.jar,UrbanWST2013Fig2,loop
../termination-crafted-lit/UrbanMine-ESOP2014-Fig3/UrbanMineESOP2014Fig3.jar,UrbanMineESOP2014Fig3,loop
../termination-crafted-lit/aviad/aviad.jar,aviad,loop
../termination-crafted-lit/genady/genady.jar,genady,loop
